ID,name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
172471,Peanut Butter With Omega-3 Creamy,Beans and Lentils,608.0,54.17,24.47,17.0,3.11,6.1,,9.691,45.0,1.67,780.0,191.0,,,,,,10.34,,10.9,0.99,3094.0,3871.0,5.686,0.037,,,3.11,0.0,0.0,0.0,0.0,0.0,3.32,,426.0,356.0,3.08,0.476,1.85,,,,,0.055,0.087,12.875,0.87,0.292,,,,,,94.5,0.6,,,,,,,,,,,,36614.0,6950.0,2928.0,0.0,164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.0,1 tbsp,,,,,,,,,,,,,,,,,32.895
172489,Lamb Domestic Loin Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Broiled,Meats,316.0,23.08,25.17,0.0,0.0,0.0,100.0,9.83,20.0,1.81,327.0,24.0,0.0,0.0,0.0,2.47,0.1,0.13,,0.0,51.57,350.0,1260.0,11.794,,,,,,,,,,,,196.0,77.0,3.48,0.13,0.022,27.4,,,,0.1,0.25,7.1,0.64,0.13,,18.0,0.0,18.0,18.0,93.8,12.3,0.0,0.0,0.0,0.0,0.0,,0.1,2.0,4.8,0.0,,9700.0,1680.0,,0.0,0.0,0.0,294.0,1077.0,1214.0,1958.0,2223.0,646.0,300.0,1025.0,846.0,1358.0,1496.0,797.0,1514.0,2216.0,3653.0,1229.0,1056.0,936.0,,0.0,0.0,0.0,85.0,3 oz,64.0,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 120 g)",,,,,,,,,,,,,,,63.291
172490,Lamb Domestic Loin Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Roasted,Meats,309.0,23.59,22.55,0.0,0.0,0.0,95.0,10.24,18.0,2.12,246.0,23.0,0.0,0.0,0.0,2.21,0.1,0.11,,0.0,52.5,420.0,1370.0,11.68,,,,,,,,,,,,180.0,64.0,3.41,0.119,0.02,24.6,,,,0.1,0.24,7.1,0.65,0.11,,19.0,0.0,19.0,19.0,88.4,11.6,0.0,0.0,0.0,0.0,0.0,,0.1,2.0,4.7,0.0,,9680.0,1870.0,,0.0,0.0,0.0,264.0,965.0,1088.0,1754.0,1991.0,579.0,269.0,918.0,758.0,1217.0,1340.0,714.0,1356.0,1985.0,3272.0,1101.0,946.0,838.0,,0.0,0.0,0.0,85.0,3 oz,269.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,64.725
172497,Lamb Domestic Shoulder Whole (Arm And Blade) Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Braised,Meats,344.0,24.55,28.68,0.0,,0.0,116.0,10.34,25.0,2.4,248.0,24.0,0.0,0.0,0.0,2.8,,0.16,,0.0,45.2,420.0,1470.0,14.746,,,,,,,,,,,,186.0,75.0,6.37,0.123,0.026,33.0,,,,0.07,0.22,6.33,0.61,0.1,,17.0,0.0,17.0,17.0,,,0.0,,,,,,,,,,,10040.0,2000.0,,,,,335.0,1227.0,1384.0,2231.0,2532.0,736.0,342.0,1167.0,964.0,1547.0,1704.0,908.0,1725.0,2524.0,4161.0,1401.0,1203.0,1066.0,,,,,85.0,3 oz,218.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,58.14
172501,Lamb Domestic Shoulder Arm Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Braised,Meats,346.0,24.0,30.39,0.0,,0.0,120.0,9.87,25.0,2.39,306.0,26.0,0.0,0.0,0.0,2.58,,0.15,,0.0,44.22,310.0,1300.0,15.048,,,,,,,,,,,,206.0,72.0,6.08,0.139,0.023,37.2,,,,0.07,0.25,6.66,0.61,0.11,,18.0,0.0,18.0,18.0,,,0.0,,,,,,,,,,,10180.0,1710.0,,,,,355.0,1301.0,1466.0,2364.0,2684.0,780.0,363.0,1237.0,1022.0,1640.0,1806.0,963.0,1828.0,2675.0,4411.0,1484.0,1275.0,1130.0,,,,,85.0,3 oz,70.0,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 160 g)",,,,,,,,,,,,,,,57.803
172505,Lamb Domestic Shoulder Blade Separable Lean And Fat Trimmed To 1/4 Inch Fat Choice Cooked Braised,Meats,345.0,24.73,28.51,0.0,,0.0,116.0,10.29,27.0,2.35,243.0,24.0,0.0,0.0,0.0,2.83,,0.16,,0.0,45.18,410.0,1500.0,14.705,,,,,,,,,,,,185.0,75.0,6.86,0.121,0.027,33.1,,,,0.06,0.21,6.04,0.61,0.11,,18.0,0.0,18.0,18.0,,,0.0,,,,,,,,,,,10100.0,2030.0,,,,,333.0,1220.0,1376.0,2218.0,2518.0,732.0,340.0,1161.0,958.0,1539.0,1694.0,903.0,1715.0,2510.0,4138.0,1393.0,1196.0,1060.0,,,,,85.0,3 oz,209.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,57.971
172552,Lamb Domestic Rib Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Roasted,Meats,341.0,27.53,21.82,0.0,,0.0,96.0,11.66,22.0,1.62,277.0,20.0,0.0,0.0,0.0,2.22,,,,0.0,49.59,400.0,1500.0,10.325,,,,,,,,,,,,170.0,74.0,3.62,0.117,0.021,22.3,,,,0.09,0.21,6.67,0.64,0.12,,16.0,0.0,16.0,16.0,,,0.0,,,,,,,,,,,11590.0,1990.0,,,,,255.0,934.0,1053.0,1697.0,1927.0,560.0,260.0,888.0,733.0,1177.0,1296.0,691.0,1312.0,1920.0,3166.0,1065.0,915.0,811.0,,,,,85.0,3 oz,248.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,58.651
172554,Lamb Domestic Shoulder Whole (Arm And Blade) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Braised,Meats,338.0,23.57,29.46,0.0,,0.0,117.0,9.71,27.0,2.39,261.0,25.0,0.0,0.0,0.0,2.78,,,,0.0,45.46,370.0,1400.0,15.061,,,,,,,,,,,,193.0,74.0,6.8,0.126,0.026,33.8,,,,0.07,0.22,6.15,0.61,0.11,,18.0,0.0,18.0,18.0,,,0.0,,,,,,,,,,,9720.0,1880.0,,,,,344.0,1261.0,1421.0,2292.0,2602.0,756.0,352.0,1199.0,990.0,1590.0,1750.0,933.0,1772.0,2593.0,4275.0,1439.0,1236.0,1095.0,,,,,85.0,3 oz,213.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,59.172
172557,Lamb Domestic Shoulder Blade Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Braised,Meats,339.0,23.88,28.92,0.0,,0.0,116.0,9.88,27.0,2.38,244.0,24.0,0.0,0.0,0.0,2.84,,,,0.0,45.65,400.0,1450.0,14.959,,,,,,,,,,,,187.0,75.0,6.98,0.121,0.027,33.5,,,,0.06,0.21,6.0,0.61,0.11,,18.0,0.0,18.0,18.0,,,0.0,,,,,,,,,,,9740.0,1970.0,,,,,338.0,1238.0,1395.0,2249.0,2554.0,742.0,345.0,1177.0,972.0,1560.0,1718.0,916.0,1739.0,2545.0,4196.0,1412.0,1213.0,1075.0,,,,,85.0,3 oz,207.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,58.997
172630,Lamb New Zealand Imported Flap Boneless Separable Lean And Fat Cooked Braised,Meats,376.0,32.63,20.48,0.14,0.0,0.0,76.0,13.534,8.0,1.11,182.0,15.0,80.0,24.0,0.0,1.25,0.1,0.57,,0.14,47.82,395.0,1238.0,10.211,1.686,,,,,,,,,,,122.0,51.0,3.2,0.074,0.003,5.9,,,,0.046,0.122,2.744,0.277,0.081,,,,,,,,24.0,0.0,0.0,0.0,0.0,,0.1,3.0,,,,8805.0,1185.0,321.0,41.0,33.0,0.0,226.0,977.0,917.0,1582.0,1789.0,668.0,268.0,807.0,710.0,1043.0,1379.0,434.0,1018.0,,2861.0,876.0,657.0,698.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,53.191
172631,Lamb New Zealand Imported Flap Boneless Separable Lean And Fat Raw,Meats,337.0,30.14,16.17,0.27,0.0,0.0,64.0,12.704,6.0,0.84,240.0,15.0,68.0,20.0,0.0,1.6,0.1,0.58,,0.27,54.39,325.0,1104.0,7.16,1.482,,,,,,,,,,,129.0,69.0,2.35,0.054,0.002,3.1,,,,0.058,0.106,3.501,0.368,0.091,,,,,,,,20.0,0.0,0.0,0.0,0.0,,0.1,3.0,,,,8390.0,1014.0,288.0,9.0,28.0,0.0,179.0,772.0,724.0,1249.0,1413.0,528.0,212.0,637.0,560.0,824.0,1089.0,342.0,804.0,,2259.0,692.0,518.0,551.0,,0.0,0.0,0.0,113.0,4 oz,,,,,,,,,,,,,,,,,59.347
172636,Lamb New Zealand Imported Neck Chops Separable Lean And Fat Cooked Braised,Meats,307.0,21.43,28.53,0.03,0.0,0.0,116.0,8.74,52.0,2.14,276.0,21.0,42.0,13.0,0.0,1.85,0.1,0.62,,0.03,51.28,312.0,796.0,13.699,0.948,,,,,,,,,,,183.0,91.0,5.21,0.113,0.009,7.2,,,,0.036,0.134,3.855,0.388,0.075,,,,,,,,13.0,0.0,0.0,0.0,0.0,,0.1,2.0,,,,5916.0,853.0,256.0,19.0,29.0,8.0,315.0,1361.0,1277.0,2203.0,2491.0,931.0,373.0,1124.0,988.0,1453.0,1920.0,604.0,1418.0,,3985.0,1220.0,914.0,973.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,65.147
172657,Lamb Australian Imported Fresh Seam Fat Raw,Meats,459.0,44.01,15.65,0.0,0.0,0.0,90.0,21.397,6.0,0.98,126.0,3.0,,,0.0,,0.0,,,0.0,40.32,546.0,2645.0,7.48,3.235,,,,,,,,,,,71.0,55.0,1.1,0.031,0.002,5.7,,,,0.075,0.2,3.94,0.43,0.29,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16988.0,2621.0,429.0,24.0,73.0,20.0,163.0,639.0,652.0,1117.0,1193.0,378.0,160.0,582.0,489.0,701.0,933.0,409.0,890.0,1284.0,2089.0,826.0,663.0,556.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,43.573
172867,Turkey Skin From Whole (Light And Dark) With Added Solution Roasted,Meats,451.0,40.31,22.15,0.0,0.0,0.0,144.0,11.356,25.0,1.08,263.0,28.0,262.0,79.0,0.0,1.59,1.4,0.15,,0.0,36.92,709.0,11074.0,13.271,0.568,,,,,,,,,,,244.0,234.0,1.61,0.068,0.025,21.1,,,,0.024,0.235,7.295,0.92,0.29,,7.0,0.0,7.0,7.0,73.8,3.8,79.0,0.0,0.0,0.0,0.0,,1.4,54.0,0.0,,,15094.0,11903.0,657.0,10.0,23.0,10.0,111.0,501.0,427.0,1039.0,1151.0,371.0,167.0,557.0,390.0,612.0,1392.0,371.0,1503.0,1336.0,2227.0,2876.0,2060.0,724.0,,0.0,0.0,0.0,28.4,1 oz,,,,,,,,,,,,,,,,,44.346
172874,Turkey Skin From Retail Parts From Dark Meat Cooked Roasted,Meats,414.0,35.03,24.58,0.0,0.0,0.0,139.0,10.184,6.0,1.65,225.0,24.0,198.0,59.0,0.0,1.85,0.8,0.13,,0.0,39.42,727.0,9972.0,15.098,0.459,,,,,,,,,,,230.0,106.0,1.65,0.057,0.009,20.2,,,,0.046,0.235,5.4,0.98,0.287,,8.0,,8.0,,75.8,3.9,59.0,0.0,0.0,0.0,7.0,,0.8,31.0,0.0,,,13718.0,10794.0,669.0,10.0,27.0,12.0,94.0,591.0,444.0,1043.0,1282.0,333.0,153.0,581.0,376.0,606.0,1538.0,325.0,1650.0,1394.0,2317.0,3480.0,2298.0,709.0,,0.0,0.0,0.0,28.4,1 oz,,,,,,,,,,,,,,,,,48.309
172936,Salami Cooked Beef And Pork,Meats,336.0,25.9,21.85,2.4,0.96,0.0,89.0,9.316,15.0,1.56,316.0,19.0,0.0,0.0,0.0,1.52,1.0,0.22,,2.4,45.19,126.0,2340.0,10.411,0.586,,,0.44,0.52,0.0,0.0,0.0,0.0,,,191.0,1740.0,2.93,0.357,0.978,31.3,41.2,,,0.367,0.357,6.053,1.201,0.459,,3.0,0.0,3.0,3.0,93.5,4.3,0.0,0.0,0.0,0.0,0.0,,,41.0,3.2,0.0,28.0,11127.0,2529.0,126.0,0.0,0.0,0.0,114.0,521.0,675.0,929.0,1107.0,301.0,196.0,481.0,552.0,668.0,855.0,359.0,880.0,1285.0,1929.0,1189.0,831.0,537.0,318.0,0.0,0.0,0.0,12.3,1 slice round,,,,,,,,,,,,,,,,,59.524
172938,Dry Pork Salami,Meats,407.0,33.72,22.58,1.6,,0.0,79.0,11.89,13.0,1.3,378.0,22.0,0.0,0.0,0.0,2.8,,,,1.6,36.18,280.0,3270.0,10.814,,,,,,,,,,,,229.0,2260.0,4.2,0.16,0.07,25.4,,,,0.93,0.33,5.6,1.06,0.55,,2.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,16000.0,3740.0,,0.0,0.0,0.0,253.0,1012.0,1084.0,1625.0,1878.0,470.0,289.0,940.0,686.0,1120.0,1373.0,614.0,1336.0,2095.0,3829.0,1553.0,1336.0,903.0,,0.0,,,113.0,1 package (4 oz),10.0,1 slice (3-1/8 inch dia x 1/16 inch thick),,,,,,,,,,,,,85.0,3oz,49.14
172940,Thuringer Cervelat Summer Sausage Beef Pork,Meats,362.0,30.43,17.45,3.33,0.85,0.0,74.0,11.51,9.0,2.04,260.0,14.0,0.0,0.0,16.6,5.5,1.1,0.22,,3.33,45.18,210.0,990.0,6.686,,,,,,,,,,,,111.0,1300.0,2.56,0.15,,20.3,,,,0.15,0.33,4.31,,0.26,,2.0,0.0,2.0,2.0,78.9,3.4,0.0,0.0,0.0,0.0,0.0,,,44.0,1.3,,,12970.0,1200.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,56.0,2 oz 1 serving,,,,,,,,,,,,,,,,,55.249
172947,Oscar Mayer Salami (Hard),Meats,368.0,28.7,25.9,1.6,0.2,0.0,97.0,11.085,12.0,1.83,356.0,21.0,44.0,5.0,0.0,1.88,1.6,,,1.6,38.25,263.0,2593.0,11.131,,,,,,,,,,,,180.0,1976.0,3.16,0.19,0.039,,,,,0.57,0.26,5.05,1.06,0.44,,3.0,0.0,3.0,3.0,,,3.0,20.0,0.0,0.0,0.0,,,62.0,,,,15011.0,2856.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,27.0,1 serving 3 slices,9.0,1 slice,,,,,,,,,,,,,,,54.348
172966,Salami Italian Pork And Beef Dry Sliced 50% Less Sodium,Meats,350.0,26.4,21.8,6.4,0.0,0.0,89.0,9.75,8.0,1.51,378.0,17.0,0.0,0.0,0.0,1.9,,,,6.4,40.5,,,7.409,,,,,,,,,,,,142.0,936.0,3.23,0.08,0.038,26.1,,,,0.6,0.285,4.867,1.06,0.5,,2.0,0.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.3,,,13200.0,2290.0,,,,,210.0,959.0,971.0,1732.0,1824.0,593.0,262.0,868.0,710.0,1083.0,1516.0,699.0,1480.0,2073.0,3383.0,1641.0,1188.0,942.0,,0.0,0.0,0.0,28.0,1 serving 5 slices,,,,,,,,,,,,,,,,,57.143
172971,Pork Sausage Link/patty Fully Cooked Microwaved,Meats,438.0,41.66,15.12,0.62,0.62,0.0,79.0,13.557,17.0,0.95,225.0,15.0,75.0,22.0,0.0,0.76,1.0,0.88,,0.62,39.64,370.0,7577.0,9.187,0.209,,,0.36,0.26,0.0,0.0,0.0,0.0,,,193.0,990.0,1.59,0.085,0.065,22.5,,,,0.243,0.18,4.328,0.644,0.137,,1.0,0.0,1.0,1.0,52.0,2.8,22.0,0.0,0.0,0.0,0.0,,1.0,41.0,2.9,0.0,22.5,16448.0,8041.0,288.0,4.0,27.0,8.0,151.0,501.0,602.0,1110.0,1011.0,348.0,193.0,540.0,424.0,714.0,939.0,437.0,936.0,1284.0,2301.0,1031.0,1016.0,624.0,360.0,0.0,0.0,0.0,30.0,1 patty,21.0,1 link,48.0,1 serving,,,,,,,,,,,,,45.662
173136,Formulated Bar Mars Snackfood Us Snickers Marathon Energy Bar All Flavors,Snacks,386.0,10.79,21.91,50.3,28.71,6.7,4.0,4.753,754.0,16.31,351.0,317.0,209.0,62.0,489.9,10.91,4.5,27.53,,43.6,14.0,34.0,1882.0,2.026,0.151,,,14.27,8.61,0.48,0.0,5.35,0.0,,,455.0,383.0,11.88,0.452,1.058,4.5,0.0,,,2.949,3.343,45.249,22.624,4.525,,816.0,739.0,77.0,1334.0,18.0,,62.0,0.0,0.0,0.0,0.0,,,181.0,1.8,0.0,,3920.0,1917.0,,0.0,0.0,0.0,221.0,682.0,833.0,1405.0,972.0,266.0,236.0,976.0,736.0,898.0,1669.0,485.0,764.0,2175.0,3827.0,881.0,1061.0,967.0,0.0,0.0,6.0,57.0,55.0,1 bar,44.0,1 bar,,,,,,,,,,,,,,,51.813
173158,Formulated Bar South Beach Protein Bar,Snacks,412.0,15.17,30.34,38.4,15.17,7.3,3.0,3.384,322.0,5.4,793.0,71.0,6720.0,391.0,27.9,0.61,0.0,4.61,,31.1,12.16,659.0,4667.0,8.546,0.091,,,,,,,,,0.0,,445.0,436.0,2.39,0.846,1.024,9.0,0.0,,,0.176,0.437,1.268,1.987,0.226,,184.0,0.0,184.0,184.0,108.2,1.1,66.0,3901.0,0.0,0.0,11713.0,0.0,0.0,0.0,350.6,0.0,0.0,4290.0,5326.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,29.0,,,,,,,,,,,,,,,,,,,48.544
173159,Snack Balance Original Bar,Snacks,415.0,12.0,28.0,48.73,34.89,3.1,1.0,1.149,543.0,10.9,678.0,119.0,5000.0,1496.0,11.2,1.24,1.6,5.84,,45.63,7.76,141.0,1827.0,6.431,0.001,,,,,,,,,0.85,,465.0,253.0,3.52,0.771,0.712,23.3,0.1,,,1.628,1.708,8.991,0.702,0.89,,126.0,0.0,126.0,126.0,91.2,0.5,1495.0,10.0,0.0,0.0,0.0,,1.6,65.0,1.3,0.0,,8115.0,1969.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,4.0,47.0,,,,,,,,,,,,,,,,,,,48.193
173174,Unilever Slimfast Shake Mix High Protein Whey Powder 3-2-1 Plan,Beverages,433.0,13.46,27.87,50.0,20.59,18.2,6.0,1.333,1039.0,24.84,752.0,473.0,2886.0,865.0,103.8,8.07,9.6,51.92,,31.8,5.4,58.0,1012.0,-7.327,0.0,,,,,,,,,,,563.0,495.0,17.29,0.769,269.1,67.5,,,,1.499,0.654,38.442,15.377,2.307,,385.0,384.0,1.0,653.0,3.4,,865.0,1.0,0.0,0.0,0.0,,9.6,384.0,0.1,,,8930.0,1049.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,26.0,1 scoop,,,,,,,,,,,,,,,,,46.189
173289,Little Caesars 14 Inch Cheese Pizza Thin Crust,Fast Foods,309.0,16.99,16.23,22.85,2.76,1.6,39.0,7.327,422.0,0.64,177.0,28.0,542.0,123.0,0.0,0.71,,1.21,,21.25,41.21,378.0,2763.0,8.985,,,,0.0,0.89,0.89,0.07,0.66,0.25,17.7,,297.0,455.0,2.12,0.082,0.211,28.1,,,,0.139,0.185,0.85,0.425,,,,,,,,,116.0,,,,,,,,9.6,0.0,,4420.0,3161.0,378.0,,,,136.0,556.0,798.0,1655.0,1328.0,461.0,436.0,963.0,818.0,1051.0,699.0,257.0,514.0,1303.0,4781.0,396.0,1688.0,1122.0,,,,,48.0,1 slice,562.0,1 pie,362.0,1/2 pie,,,,,,,,,,,,,64.725
173297,McDonalds Chicken Mcnuggets,Fast Foods,302.0,19.81,15.79,15.09,0.08,,44.0,3.261,11.0,0.89,252.0,24.0,,,1.2,0.33,,,,15.09,47.13,306.0,5275.0,11.71,0.114,,,0.08,0.0,0.0,0.0,0.0,0.0,,,272.0,566.0,0.59,0.049,0.14,,,,,0.16,0.11,7.4,0.88,0.398,,,,,,,,,,,,,,,,,,,8134.0,5610.0,296.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,64.0,4 pieces,95.0,6 pieces,159.0,10 pieces,,,,,,,,,,,,,66.225
173385,Beef Rib Eye Steak Bone-In Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Grilled,Meats,313.0,24.7,22.71,0.0,0.0,0.0,83.0,10.566,22.0,2.29,242.0,22.0,25.0,8.0,0.0,2.0,0.2,0.1,,0.0,52.36,55.0,1094.0,10.929,1.613,,,,,,,,,,,156.0,60.0,5.07,0.073,0.073,23.7,,,,0.085,0.296,4.752,0.567,0.45,,6.0,0.0,6.0,6.0,48.6,12.7,8.0,0.0,0.0,0.0,0.0,,0.2,7.0,1.6,,,11620.0,1103.0,39.0,2.0,13.0,1.0,255.0,1065.0,1055.0,1940.0,2148.0,612.0,229.0,906.0,840.0,1134.0,1533.0,836.0,1404.0,2194.0,3694.0,1120.0,1012.0,928.0,155.0,0.0,0.0,0.0,85.0,3 oz,378.0,1 steak,,,,,,,,,,,,,,,63.898
173386,Beef Rib Eye Steak Bone-In Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Grilled,Meats,304.0,23.47,23.19,0.0,0.0,0.0,80.0,10.723,22.0,2.29,246.0,21.0,28.0,8.0,0.0,2.02,0.2,0.07,,0.0,53.01,54.0,1118.0,11.069,1.654,,,,,,,,,,,155.0,59.0,5.03,0.069,0.069,23.2,,,,0.092,0.288,4.705,0.54,0.477,,6.0,0.0,6.0,6.0,47.4,13.2,8.0,0.0,0.0,0.0,0.0,,0.2,6.0,1.6,,,11609.0,1105.0,40.0,2.0,12.0,0.0,260.0,1114.0,1100.0,2055.0,2294.0,641.0,243.0,947.0,889.0,1176.0,1622.0,907.0,1460.0,2319.0,3873.0,1148.0,1070.0,983.0,158.0,0.0,0.0,0.0,85.0,3 oz,385.0,1 steak,,,,,,,,,,,,,,,65.789
173387,Beef Rib Eye Steak Bone-In Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Grilled,Meats,309.0,24.2,22.9,0.0,0.0,0.0,82.0,10.629,22.0,2.29,243.0,21.0,26.0,8.0,0.0,2.01,0.2,0.09,,0.0,52.62,56.0,1103.0,11.027,1.629,,,,,,,,,,,156.0,60.0,5.05,0.071,0.071,23.5,,,,0.088,0.293,4.733,0.553,0.461,,6.0,0.0,6.0,6.0,48.0,13.0,8.0,0.0,0.0,0.0,0.0,,0.2,7.0,1.6,,,11616.0,1104.0,40.0,2.0,13.0,1.0,256.0,1079.0,1067.0,1974.0,2194.0,620.0,233.0,919.0,853.0,1145.0,1560.0,858.0,1420.0,2232.0,3745.0,1127.0,1028.0,943.0,157.0,0.0,0.0,0.0,85.0,3 oz,381.0,1 steak,,,,,,,,,,,,,,,64.725
173388,Beef Rib Eye Roast Bone-In Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Roasted,Meats,307.0,23.61,23.53,0.0,0.0,0.0,83.0,10.097,13.0,2.15,264.0,21.0,25.0,8.0,0.0,2.05,0.2,0.12,,0.0,52.38,56.0,1048.0,10.899,1.481,,,,,,,,,,,153.0,62.0,5.33,0.077,0.077,24.6,,,,0.096,0.297,4.749,0.611,0.453,,6.0,0.0,6.0,6.0,48.7,14.2,8.0,0.0,0.0,0.0,0.0,,0.2,7.0,1.6,,,11184.0,1059.0,39.0,3.0,13.0,1.0,264.0,1103.0,1093.0,2010.0,2225.0,634.0,237.0,939.0,870.0,1175.0,1589.0,866.0,1455.0,2273.0,3828.0,1160.0,1049.0,961.0,161.0,0.0,0.0,0.0,85.0,3 oz,2044.0,1 roast,,,,,,,,,,,,,,,65.147
173390,Beef Rib Eye Steak Boneless Lip-On Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Grilled,Meats,303.0,23.52,22.92,0.0,0.0,0.0,81.0,10.307,12.0,2.33,247.0,21.0,25.0,7.0,0.0,2.13,0.2,0.11,,0.0,53.5,54.0,1053.0,10.824,1.571,,,,,,,,,,,149.0,54.0,5.84,0.076,0.076,27.4,,,,0.07,0.294,4.666,0.529,0.439,,6.0,0.0,6.0,6.0,48.9,12.0,7.0,0.0,0.0,0.0,0.0,,0.2,7.0,1.6,,,11247.0,1059.0,39.0,0.0,14.0,1.0,257.0,1075.0,1065.0,1958.0,2167.0,618.0,231.0,914.0,848.0,1145.0,1547.0,844.0,1417.0,2214.0,3729.0,1130.0,1022.0,936.0,157.0,0.0,0.0,0.0,85.0,3 oz,281.0,1 steak,,,,,,,,,,,,,,,66.007
